feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,label
0.0,0.0,0.0,0.17930731,-0.24672195,0.12917602,0.2714322,-0.40318054,0.14650145,0.36662588,-0.5683817,0.11361352,0.3692904,-0.78778404,0.079188704,-0.13631518,-0.6256131,0.2501981,0.00065667287,-0.8817272,0.25794715,0.17233188,-0.86642903,0.22512454,0.2703806,-0.7917584,0.20243746,-0.17753679,-0.6382271,0.14318027,-0.012244196,-0.9649289,0.12759688,0.18763678,-0.92063063,0.06152143,0.29740134,-0.7966196,0.01756212,-0.18269594,-0.6752415,0.033575308,-0.023143467,-0.9990992,0.035568096,0.16796696,-0.94390124,0.017296497,0.25425446,-0.8262219,0.00024251729,-0.16765603,-0.72079563,-0.07175533,-0.02652015,-0.9771681,-0.058218677,0.11812541,-0.96970457,-0.045416556,0.1970466,-0.89987355,-0.041145876,0
0.0,0.0,0.0,0.18856423,-0.25799474,0.17248358,0.27260894,-0.4227521,0.21128112,0.3639174,-0.59619087,0.18953769,0.36419213,-0.7996474,0.1641711,-0.13035418,-0.6219824,0.2984159,0.013957271,-0.8534597,0.29798886,0.1816675,-0.8338383,0.24984148,0.27959296,-0.76480997,0.21409461,-0.17603569,-0.6392673,0.16278428,-0.011451244,-0.961159,0.1319038,0.18064356,-0.9277017,0.049439475,0.2893154,-0.80358124,-0.0050099394,-0.18394676,-0.66790056,0.025942499,-0.033549357,-0.98927313,0.015598795,0.15651113,-0.9521421,-0.008778823,0.24693869,-0.8442484,-0.026942797,-0.16183366,-0.6938365,-0.10373297,-0.03678004,-0.9692318,-0.09607301,0.10429074,-0.99096346,-0.0843495,0.19071561,-0.9461279,-0.080124915,0
0.0,0.0,0.0,0.18856423,-0.25799474,0.17248358,0.27260894,-0.4227521,0.21128112,0.3639174,-0.59619087,0.18953769,0.36419213,-0.7996474,0.1641711,-0.13035418,-0.6219824,0.2984159,0.013957271,-0.8534597,0.29798886,0.1816675,-0.8338383,0.24984148,0.27959296,-0.76480997,0.21409461,-0.17603569,-0.6392673,0.16278428,-0.011451244,-0.961159,0.1319038,0.18064356,-0.9277017,0.049439475,0.2893154,-0.80358124,-0.0050099394,-0.18394676,-0.66790056,0.025942499,-0.033549357,-0.98927313,0.015598795,0.15651113,-0.9521421,-0.008778823,0.24693869,-0.8442484,-0.026942797,-0.16183366,-0.6938365,-0.10373297,-0.03678004,-0.9692318,-0.09607301,0.10429074,-0.99096346,-0.0843495,0.19071561,-0.9461279,-0.080124915,0
0.0,0.0,0.0,0.18212673,-0.2731899,0.25664076,0.24938966,-0.43635073,0.31832257,0.3351586,-0.58852386,0.29442537,0.36069244,-0.7840715,0.2592734,-0.11784377,-0.6603004,0.4310962,0.01727037,-0.88357353,0.46559915,0.1663928,-0.86321104,0.43184876,0.25265637,-0.77479434,0.40650654,-0.1549811,-0.66223013,0.25576144,-0.0024420202,-0.95977134,0.28077224,0.17385826,-0.9045484,0.22499233,0.278469,-0.78081554,0.18564308,-0.15486504,-0.6763004,0.080075815,-0.010104803,-0.98258173,0.12532511,0.1656294,-0.92412764,0.11924571,0.2508785,-0.8008631,0.103186324,-0.11696707,-0.7032304,-0.08411349,0.02123162,-0.9359272,-0.019546313,0.15937662,-0.90867186,0.019835515,0.23574826,-0.81812114,0.035447698,0
0.0,0.0,0.0,0.18218772,-0.2569579,0.15923305,0.26578948,-0.41443092,0.19259794,0.35923576,-0.5922031,0.16788664,0.35157475,-0.79782015,0.14125098,-0.1486453,-0.6165852,0.30264798,-0.015967987,-0.8780766,0.3122389,0.14623645,-0.8720701,0.27611578,0.23999701,-0.80902463,0.25007775,-0.19319129,-0.6360548,0.18005735,-0.028854797,-0.9757236,0.16280656,0.17033696,-0.9353971,0.09771358,0.28022093,-0.8073708,0.057683706,-0.2013148,-0.6627995,0.05492106,-0.04456524,-0.9976321,0.052384183,0.15322107,-0.9515533,0.038342968,0.24469315,-0.8342129,0.029050943,-0.18212561,-0.68723047,-0.06372097,-0.036068395,-0.9534622,-0.04983736,0.1178708,-0.953544,-0.030162755,0.2046281,-0.8880937,-0.018087469,0
0.0,0.0,0.0,0.18121848,-0.2557575,0.18044142,0.26575288,-0.42122346,0.23381872,0.3542241,-0.5979059,0.2254737,0.35110232,-0.8039237,0.2120964,-0.1220375,-0.604151,0.35189438,0.0129710315,-0.81724393,0.3746897,0.16765454,-0.8180239,0.33406368,0.26442656,-0.77938795,0.30128944,-0.16536354,-0.6291179,0.2206827,-0.015975554,-0.92347574,0.21166195,0.1716132,-0.9113438,0.12961689,0.28411558,-0.80016875,0.074456826,-0.18445745,-0.65736103,0.08721737,-0.04574074,-0.96850365,0.09078248,0.1441844,-0.9454734,0.057904832,0.24039558,-0.84337574,0.034058385,-0.18183318,-0.686877,-0.037959516,-0.065549865,-0.96965784,-0.019731164,0.081113525,-0.9966657,-0.008835653,0.17767519,-0.9535495,-0.0050232746,0
0.0,0.0,0.0,0.18319331,-0.24032272,0.07528528,0.27522513,-0.4027708,0.08880706,0.35701677,-0.5971585,0.06734814,0.35265145,-0.81893027,0.05130709,-0.13611153,-0.5807713,0.19355729,-0.009293652,-0.8573006,0.17432919,0.15688413,-0.8627098,0.1339567,0.26056188,-0.8088788,0.111926585,-0.19259967,-0.62357855,0.12099409,-0.027616216,-0.9608398,0.07458039,0.17216976,-0.93419635,0.007596117,0.28696314,-0.81971496,-0.02680177,-0.20991185,-0.66216415,0.042373832,-0.048462704,-0.99283415,0.008787,0.14527175,-0.9525988,-0.0110247135,0.23730804,-0.8437988,-0.013798707,-0.20351672,-0.69567865,-0.03420432,-0.08021364,-0.9861521,-0.051514365,0.06655925,-0.9968168,-0.043887157,0.15875368,-0.93559086,-0.03040791,0
0.0,0.0,0.0,0.18424007,-0.24618976,0.0697447,0.26682907,-0.4155764,0.07195051,0.3507319,-0.59761405,0.03870486,0.34358218,-0.81207156,0.009079443,-0.13801569,-0.60486394,0.16014466,0.0035682537,-0.8553364,0.12858903,0.17301594,-0.83504164,0.07929274,0.27336913,-0.76085484,0.049401414,-0.18522179,-0.6301383,0.08099917,-0.024972863,-0.9612661,0.016072446,0.16824745,-0.92025125,-0.06397005,0.27349123,-0.79335755,-0.10907889,-0.19633475,-0.6598667,-0.0028591068,-0.051212635,-0.99667233,-0.048290223,0.14165762,-0.9499945,-0.07576201,0.23161069,-0.8336855,-0.08592068,-0.18703173,-0.68325704,-0.085150994,-0.07299146,-0.980024,-0.11217166,0.07414199,-0.9909414,-0.11197357,0.16965109,-0.9255797,-0.10685459,0
0.0,0.0,0.0,0.18664666,-0.27190727,0.20232046,0.26901227,-0.43684393,0.26161754,0.35523462,-0.6034463,0.25232074,0.35487545,-0.81534326,0.23490152,-0.11577712,-0.62966275,0.3772622,0.017987048,-0.83541,0.39409804,0.17472413,-0.82217586,0.3423681,0.27039382,-0.76087093,0.30243188,-0.16087477,-0.6392223,0.23008394,-0.0076625254,-0.94474024,0.21596733,0.17266776,-0.898745,0.11998987,0.27396017,-0.76871204,0.054841302,-0.18177707,-0.66878957,0.0808797,-0.049824476,-0.9801281,0.08427458,0.13376732,-0.928326,0.045774776,0.22155115,-0.8071418,0.016270421,-0.1839064,-0.7015103,-0.05912559,-0.082246155,-0.98065346,-0.038244225,0.055864487,-0.9979765,-0.03036728,0.14593749,-0.9491632,-0.032179333,0
0.0,0.0,0.0,0.1951014,-0.29490665,0.21016705,0.27637962,-0.45903733,0.26216105,0.3653134,-0.6254414,0.23790695,0.36399192,-0.84642863,0.20645417,-0.108654365,-0.6663522,0.3933697,-0.014163665,-0.8992267,0.3898071,0.14510763,-0.8911101,0.31984612,0.24549614,-0.80862004,0.26768702,-0.16017967,-0.6611626,0.22998884,-0.040813826,-0.978869,0.18988611,0.15402487,-0.95059896,0.076313205,0.27453417,-0.81508934,0.001568754,-0.18721843,-0.67179936,0.06206547,-0.07087566,-0.99675494,0.03815958,0.12836048,-0.9654397,-0.011288576,0.23582122,-0.8457197,-0.04401282,-0.18350926,-0.67707014,-0.09618605,-0.04451593,-0.92180437,-0.094222926,0.11404215,-0.930561,-0.093360186,0.21528743,-0.8763776,-0.09818769,0
0.0,0.0,0.0,0.189497,-0.28019187,0.15675566,0.26606423,-0.44729272,0.19701906,0.35499215,-0.6220698,0.17585547,0.35351574,-0.831401,0.15292591,-0.12993063,-0.6343535,0.34644172,-0.009506671,-0.85352683,0.33735716,0.15201223,-0.85647523,0.2682304,0.2608306,-0.80770445,0.21641165,-0.18143587,-0.6463722,0.21841376,-0.050455593,-0.96016353,0.17384385,0.1379527,-0.95055753,0.068186745,0.25737998,-0.8419466,8.123289e-05,-0.20581679,-0.66719437,0.08290392,-0.08553584,-0.9951822,0.047915563,0.10733204,-0.9698395,0.00027826824,0.21426052,-0.86587846,-0.027064217,-0.20135356,-0.68457913,-0.046352122,-0.06481431,-0.93034405,-0.06312285,0.086586006,-0.9364366,-0.069187246,0.18713225,-0.89094335,-0.07312119,0
0.0,0.0,0.0,0.19181874,-0.2750617,0.14817955,0.2763637,-0.437183,0.18988015,0.36104515,-0.61233765,0.17228284,0.34640515,-0.8290603,0.14924386,-0.11153573,-0.6011674,0.3568766,0.011982058,-0.80880845,0.34923083,0.1685347,-0.8243488,0.26628625,0.26913404,-0.78621763,0.20574655,-0.16141248,-0.6172221,0.23694918,-0.032419655,-0.902712,0.20025824,0.14747934,-0.91577613,0.06871851,0.2611441,-0.8053618,-0.020218998,-0.18855122,-0.6475115,0.110117145,-0.08516179,-0.95945,0.09879979,0.08904472,-0.96964437,0.03327067,0.18990664,-0.87849706,-0.011879864,-0.19411927,-0.67768544,-0.012378454,-0.106635764,-0.9535955,-0.003694485,0.025386574,-0.99961495,-0.011198415,0.12507285,-0.96640724,-0.020346195,0
0.0,0.0,0.0,0.18771234,-0.25433928,0.095165156,0.2698776,-0.42190987,0.114836186,0.36376214,-0.61017,0.09013358,0.35277635,-0.8195035,0.0669242,-0.12718369,-0.6102384,0.23603486,0.011360703,-0.85553986,0.21098077,0.1736257,-0.8433901,0.15087415,0.2765353,-0.7736677,0.11241147,-0.17935395,-0.6330878,0.14361067,-0.019253856,-0.96297365,0.08379412,0.16973932,-0.9258424,-0.010063707,0.27968553,-0.78674513,-0.06384145,-0.19618048,-0.6607277,0.04404877,-0.051639505,-0.99088967,0.002934516,0.13463363,-0.94485044,-0.033181407,0.22490178,-0.8231791,-0.048228074,-0.1915065,-0.6827478,-0.05346064,-0.082339235,-0.97219926,-0.07321676,0.053178135,-0.9957683,-0.07494994,0.14474626,-0.946304,-0.072080284,0
0.0,0.0,0.0,0.1919402,-0.26616848,0.16491045,0.2695326,-0.4306901,0.21633415,0.36269957,-0.6183953,0.20840603,0.35245806,-0.8268005,0.1996072,-0.14495213,-0.61950594,0.34913337,-0.011624057,-0.8529926,0.3564847,0.15407802,-0.85203177,0.304665,0.2613881,-0.7888007,0.26615402,-0.19089273,-0.6436382,0.22709598,-0.04010608,-0.9678516,0.19978704,0.15088247,-0.9423207,0.10604817,0.26793888,-0.81490755,0.04663506,-0.20331363,-0.6710085,0.10042623,-0.06838153,-0.9937107,0.08867364,0.12189733,-0.9563726,0.05194466,0.22135916,-0.8427411,0.02913103,-0.18977825,-0.6888493,-0.019369299,-0.059900515,-0.9421247,-0.012778909,0.09121598,-0.95873195,-0.009645941,0.19359235,-0.9151881,-0.00950287,0
0.0,0.0,0.0,0.18164238,-0.26831737,0.25499356,0.24789791,-0.42913097,0.3220565,0.3318232,-0.5807684,0.3080189,0.3530597,-0.77277553,0.28310242,-0.118296355,-0.6465009,0.40677226,0.020417329,-0.8818868,0.44191802,0.17059276,-0.8614288,0.4083359,0.25520563,-0.7800479,0.38200682,-0.16028078,-0.6476636,0.23629923,-0.00016063593,-0.9629814,0.2602862,0.17946236,-0.9031359,0.20262292,0.27829048,-0.77567184,0.15944807,-0.16317604,-0.6669119,0.06801711,-0.015540177,-0.9936455,0.11147702,0.1607303,-0.92829496,0.1045181,0.23872286,-0.79838276,0.08680453,-0.1309864,-0.70670086,-0.08776146,-6.924284e-05,-0.9649895,-0.02860381,0.13706116,-0.93701303,0.008341796,0.21024619,-0.8425152,0.021947414,0
0.0,0.0,0.0,0.17445657,-0.26237231,0.14452933,0.24618798,-0.43020955,0.19729854,0.32574984,-0.6086625,0.19460844,0.3199136,-0.8101123,0.18855117,-0.10939281,-0.5886545,0.3427919,0.0049427063,-0.81132305,0.34580863,0.14542274,-0.82493347,0.28546122,0.24209315,-0.7864314,0.24307197,-0.16006978,-0.6113077,0.23244013,-0.019410629,-0.91798484,0.20229672,0.14517483,-0.90691566,0.097873956,0.24987362,-0.77647066,0.034489047,-0.18801312,-0.6351666,0.11586788,-0.07078251,-0.9418354,0.10700557,0.09709939,-0.92474765,0.060601633,0.19364399,-0.8187048,0.034355458,-0.19875982,-0.6484149,0.0042292858,-0.12239976,-0.93755656,0.019936055,0.0015776721,-0.99971455,0.023838399,0.100732125,-0.982791,0.02525691,0
0.0,0.0,0.0,0.17445657,-0.26237231,0.14452933,0.24618798,-0.43020955,0.19729854,0.32574984,-0.6086625,0.19460844,0.3199136,-0.8101123,0.18855117,-0.10939281,-0.5886545,0.3427919,0.0049427063,-0.81132305,0.34580863,0.14542274,-0.82493347,0.28546122,0.24209315,-0.7864314,0.24307197,-0.16006978,-0.6113077,0.23244013,-0.019410629,-0.91798484,0.20229672,0.14517483,-0.90691566,0.097873956,0.24987362,-0.77647066,0.034489047,-0.18801312,-0.6351666,0.11586788,-0.07078251,-0.9418354,0.10700557,0.09709939,-0.92474765,0.060601633,0.19364399,-0.8187048,0.034355458,-0.19875982,-0.6484149,0.0042292858,-0.12239976,-0.93755656,0.019936055,0.0015776721,-0.99971455,0.023838399,0.100732125,-0.982791,0.02525691,0
0.0,0.0,0.0,0.17899038,-0.2680908,0.15943214,0.25363576,-0.44037768,0.22078219,0.3370265,-0.61375237,0.22319448,0.3232165,-0.808318,0.2213441,-0.12593776,-0.5998518,0.37999636,0.012458159,-0.79645145,0.38206276,0.16752987,-0.803411,0.30413857,0.26968023,-0.759346,0.24856952,-0.17502874,-0.6168598,0.2623691,-0.014231707,-0.9036289,0.232273,0.16198547,-0.88815343,0.10206,0.27286023,-0.75844187,0.01894911,-0.19702789,-0.64853317,0.13939555,-0.06436808,-0.93868476,0.1362668,0.10649784,-0.9172152,0.07547087,0.20381342,-0.815193,0.0371802,-0.20000641,-0.6745257,0.021813955,-0.10657621,-0.9430086,0.045336146,0.021087246,-0.99866515,0.047150493,0.11884689,-0.9833796,0.045007963,0
0.0,0.0,0.0,0.19776781,-0.28300965,0.20011465,0.28145242,-0.44905838,0.26595095,0.3710079,-0.62690055,0.25942662,0.3586529,-0.83955485,0.24587628,-0.11530229,-0.6226265,0.4451873,0.017213076,-0.83203804,0.4547682,0.17359543,-0.8377384,0.37612066,0.27471438,-0.7867072,0.3183257,-0.16799624,-0.6359991,0.29910126,-0.016076328,-0.9484984,0.27503258,0.16766296,-0.9311399,0.14335483,0.27935478,-0.7945289,0.056872208,-0.19670458,-0.6672185,0.14676017,-0.06611239,-0.9850572,0.14511836,0.11759135,-0.95806587,0.08356282,0.21587123,-0.841499,0.04243185,-0.20365274,-0.69885695,0.0024430654,-0.08676726,-0.9643319,0.025521407,0.05896736,-0.9979136,0.02629206,0.15990733,-0.9665395,0.021491297,0
0.0,0.0,0.0,0.20022488,-0.27557132,0.22943267,0.28336152,-0.4379432,0.29524964,0.36956763,-0.60642403,0.28127798,0.36215845,-0.8160565,0.25899526,-0.120891936,-0.62863356,0.4442814,-0.013901393,-0.8572008,0.45751432,0.1458694,-0.8637483,0.3897717,0.25221202,-0.804391,0.33664656,-0.1744366,-0.6442312,0.2780384,-0.034727782,-0.95738155,0.26037887,0.15827219,-0.93331283,0.14689332,0.27660152,-0.8152627,0.06851905,-0.19856392,-0.67966866,0.107549146,-0.055787954,-0.9932521,0.10167542,0.14024653,-0.95182735,0.04896716,0.24196286,-0.84149826,0.009511818,-0.19248916,-0.7222604,-0.051808994,-0.03898791,-0.9530311,-0.039916832,0.11844347,-0.9429626,-0.038825933,0.21383218,-0.88406605,-0.045147344,0
0.0,0.0,0.0,0.19265383,-0.2753825,0.16382493,0.27646348,-0.4476647,0.22256324,0.36705408,-0.61409223,0.21821375,0.36701643,-0.81904566,0.20804806,-0.09826093,-0.6297364,0.41277784,0.038603332,-0.8107082,0.4212821,0.19119173,-0.81882405,0.34295425,0.28634697,-0.7802732,0.28609207,-0.15026116,-0.64256036,0.2906149,0.0063003367,-0.909044,0.2695173,0.18582179,-0.89487326,0.13624522,0.29782686,-0.7636313,0.04823668,-0.17923804,-0.67311937,0.16055275,-0.04398793,-0.94722205,0.1634165,0.12773065,-0.930011,0.09310114,0.2247365,-0.8236037,0.04521349,-0.1894675,-0.7023901,0.0358424,-0.09184887,-0.9547684,0.058341935,0.033129357,-0.99815315,0.050918885,0.12639907,-0.9721891,0.04095794,0
0.0,0.0,0.0,0.19817746,-0.25771844,0.14438514,0.28473243,-0.43034053,0.19320174,0.38551432,-0.6073682,0.18416859,0.37353003,-0.8146994,0.17397206,-0.11467904,-0.6206793,0.35147595,0.020905027,-0.8545837,0.34038147,0.18562986,-0.8400176,0.2665028,0.28711373,-0.7711441,0.21352798,-0.15995587,-0.63896465,0.23336266,-0.0069657983,-0.9650484,0.17876947,0.18997839,-0.92327935,0.051971257,0.3004854,-0.77798605,-0.027159723,-0.1833656,-0.6708974,0.10715528,-0.045802943,-0.99676025,0.06611447,0.15056999,-0.9466759,0.0022427107,0.24395655,-0.81896925,-0.03234419,-0.1876569,-0.6934827,-0.012868401,-0.06037142,-0.9628134,-0.03237123,0.08921834,-0.98140544,-0.04894373,0.18528746,-0.9415764,-0.059722267,0
